Ramlat as Sahmah 222,35654,Valid,L6,62.7,Found,01/01/2003 12:00:00 AM,20.532130,56.049650,"(20.532130, 56.049650)"
Ramlat as Sahmah 223,35655,Valid,H4,31.89,Found,01/01/2003 12:00:00 AM,20.541830,56.070020,"(20.541830, 56.070020)"
Ramlat as Sahmah 224,35656,Valid,L6,231.66,Found,01/01/2003 12:00:00 AM,20.545080,56.071220,"(20.545080, 56.071220)"
Ramlat as Sahmah 225,35657,Valid,H5,452.25,Found,01/01/2003 12:00:00 AM,20.569800,56.103530,"(20.569800, 56.103530)"
Ramlat as Sahmah 226,35658,Valid,L6,632.4,Found,01/01/2003 12:00:00 AM,20.562500,56.083720,"(20.562500, 56.083720)"
Ramlat as Sahmah 227,35659,Valid,L4,1226.2,Found,01/01/2003 12:00:00 AM,20.560850,56.082350,"(20.560850, 56.082350)"
Ramlat as Sahmah 228,35660,Valid,L5,417.35,Found,01/01/2003 12:00:00 AM,20.560220,55.972620,"(20.560220, 55.972620)"
Ramlat as Sahmah 229,35661,Valid,H4,78.52,Found,01/01/2003 12:00:00 AM,20.597630,55.868200,"(20.597630, 55.868200)"
Ramlat as Sahmah 230,35662,Valid,H5,154.49,Found,01/01/2003 12:00:00 AM,20.555750,55.921250,"(20.555750, 55.921250)"
Ramlat as Sahmah 231,35663,Valid,H5,202.53,Found,01/01/2003 12:00:00 AM,20.554070,55.921780,"(20.554070, 55.921780)"
Ramlat as Sahmah 232,35664,Valid,H5,350.3,Found,01/01/2003 12:00:00 AM,20.552150,55.922970,"(20.552150, 55.922970)"
Ramlat as Sahmah 233,35665,Valid,H5,121.69,Found,01/01/2003 12:00:00 AM,20.550100,55.927480,"(20.550100, 55.927480)"
Ramlat as Sahmah 234,35666,Valid,L5-6,988.4,Found,01/01/2005 12:00:00 AM,20.018120,56.421720,"(20.018120, 56.421720)"
Ramlat as Sahmah 235,35667,Valid,H4,111.51,Found,01/01/2005 12:00:00 AM,20.473930,55.933670,"(20.473930, 55.933670)"
Ramlat as Sahmah 236,35668,Valid,H4,43.2,Found,01/01/2005 12:00:00 AM,20.565370,56.164620,"(20.565370, 56.164620)"
Ramlat as Sahmah 237,35669,Valid,H4,85.23,Found,01/01/2005 12:00:00 AM,20.595850,56.153630,"(20.595850, 56.153630)"
Ramlat as Sahmah 238,35670,Valid,H4,205.43,Found,01/01/2005 12:00:00 AM,20.596720,56.152980,"(20.596720, 56.152980)"
Ramlat as Sahmah 239,35671,Valid,L5,120.08,Found,01/01/2005 12:00:00 AM,20.595180,56.155100,"(20.595180, 56.155100)"
Ramlat as Sahmah 240,35672,Valid,H4,85.19,Found,01/01/2005 12:00:00 AM,20.717780,56.356070,"(20.717780, 56.356070)"
Ramlat as Sahmah 241,35673,Valid,L5,77.2,Found,01/01/2005 12:00:00 AM,20.767750,56.415130,"(20.767750, 56.415130)"
